IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,Offense Description,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource,Column19
04/09/2011,22:30:00,4/10/2011,14:30:00,Criminal Trespass,NULL,ONCAM,Z4,Curran Street Parking Deck,"Curran Street, NW",NULL,NULL,1,
04/08/2011,18:00:00,4/10/2011,15:30:00,Criminal Trespass,NULL,ONCAM,Z3,College of Architecture/West Wing,"Fourth Street, NW",NULL,NULL,1,
04/10/2011,16:30:00,4/10/2011,16:31:00,Larceny – From Building,NULL,ONCAM,Z4,Woodruff Residence Hall,"Curran Street, NW",NULL,NULL,1,
04/09/2011,23:30:00,4/10/2011,12:30:00,Damage to Property – Private,NULL,PUB,Z1,NULL,NULL,NULL,NULL,1,
04/08/2011,20:00:00,4/10/2011,12:00:00,Criminal Trespass,NULL,NONCAM,Z3,Phi Kappa Tau Fraternity,"Fourth Street, NW",NULL,NULL,1,
04/10/2011,23:00:00,4/11/2011,23:50:00,Miscellaneous Offenses,Cleared by Arrest,NONCAM,Z1,"Tenth Street, NW @ Hemphill Avenue, NW",NULL,NULL,NULL,1,
04/11/2011,8:30:00,NULL,NULL,Criminal Trespass,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/11/2011,10:00:00,4/11/2011,10:29:00,Miscellaneous Offenses,NULL,ONCAM,Z4,NULL,"Marietta Street, NW",NULL,NULL,1,
04/08/2011,16:30:00,4/11/2011,11:00:00,Criminal Trespass,NULL,ONCAMRES,Z2,North Avenuen Apartments,"North Avenue, NW",NULL,NULL,1,
04/11/2011,12:40:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z3,Petit Microelectronics Research Ctr. (MIRC),"Atlantic Drive, NW",NULL,NULL,1,
04/11/2011,16:39:00,4/11/2011,16:39:00,Miscellaneous Offenses,Cleared by Arrest,NONCAM,Z1,"Atlantic Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
04/11/2011,19:15:00,4/11/2011,19:15:00,Criminal Trespass,NULL,ONCAM,Z3,College of Architecture,"Fourth Street, NW",NULL,NULL,1,
04/11/2011,20:45:00,4/11/2011,20:45:00,Miscellaneous Offenses,Cleared by Arrest,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/12/2011,3:30:00,NULL,NULL,Possession of Explosives/Fireworks,NULL,NONCAM,Z3,Alpha Tau Omega Fraternity,Fourth Street NW,NULL,NULL,1,
04/11/2011,22:55:00,4/11/2011,22:55:00,Larceny – From Building,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/03/2011,21:00:00,4/10/2011,18:30:00,Larceny – Articles from Vehicle,NULL,ONCAM,Z4,Curran Street Parking Deck,"Curran Street, NW",NULL,NULL,1,
04/12/2011,10:46:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Student Health Center,"Ferst Drive, NW",NULL,NULL,1,
04/12/2011,11:30:00,4/12/2011,11:30:00,Miscellaneous Offenses,Cleared by Arrest,NONCAM,Z4,"Northside Drive, NW @ Marietta Street, NW",NULL,NULL,NULL,1,
04/10/2011,17:00:00,4/12/2011,9:00:00,Burglary – No Forced Entry –NonResidence,Unfounded,ONCAM,Z2,St. Charles Deli,"5th Street, NW",NULL,NULL,1,
04/09/2011,10:00:00,4/12/2011,9:00:00,Larceny – Bicycle,NULL,ONCAMRES,Z2,Hanson Residence Hall,"Bobby Dodd Way, NW",NULL,NULL,1,
03/17/2011,17:00:00,4/9/2011,7:00:00,Burglary – No Forced Entry –NonResidence,Prosecution Declined,ONCAM,Z1,Chandler Stadium,"Ferst Drive, NW",NULL,NULL,1,
04/12/2011,12:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4, Georgia Institute of Technology Parking Department,"West Peachtree, NW",NULL,NULL,1,
04/11/2011,17:00:00,4/12/2011,13:50:00,Damage to Property – Private,NULL,ONCAM,Z1,O'Keefe Building,"Sixth Street, NW",NULL,NULL,1,
04/12/2011,15:20:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Tech Parkway, NW @ Wallace Street, NW",NULL,NULL,NULL,1,
04/12/2011,16:00:00,4/12/2011,16:30:00,Miscellaneous Offenses,Unfounded,ONCAM,Z2,Georgia Institute of Technology Parking Department,"West Peachtree Street, NW",NULL,NULL,1,
04/12/2011,16:20:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,ONCAM,Z4,NULL,NULL,NULL,NULL,1,
04/11/2011,17:50:00,4/12/2011,0:01:00,Miscellaneous Offenses,NULL,ONCAM,NULL,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/11/2011,0:00:00,4/12/2011,17:30:00,Larceny – From Building,NULL,NONCAM,Z2,Phi Delta Theta Fraternity,"Fowler Street, NW",NULL,NULL,1,
04/12/2011,3:00:00,4/12/2011,17:00:00,Larceny – From Building,NULL,ONCAM,Z3,Klaus Advanced Computing Building,"Ferst Drive, NW",NULL,NULL,1,
04/12/2011,20:46:00,4/12/2011,21:40:00,Miscellaneous Offenses,Cleared by Arrest,NONCAM,OFFCAM,"Northside Drive, NW @ Ethel Street NW",NULL,NULL,NULL,1,
04/12/2011,19:40:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z4,Armstrong Residence Hall Room 110,"Eighth Street, NW",NULL,NULL,1,
04/12/2011,16:00:00,4/13/2011,8:55:00,Theft of Other Vehicle,NULL,ONCAM,Z1,Ford Motor Company Environmental Science & Technology,"Ferst Drive, NW",NULL,NULL,1,
04/12/2011,16:30:00,4/13/2011,9:30:00,Larceny – From Building,NULL,ONCAMRES,Z2,Harris Residence Hall,"Techwood Drive, NW",NULL,NULL,1,
04/13/2011,10:00:00,4/13/2011,10:50:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Van Leer Building,"Atlantic Drive, NW",NULL,NULL,1,
04/06/2011,0:01:00,4/13/2011,12:00:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Beringause Building,"Hemphill Avenue, NW",NULL,NULL,1,
04/13/2011,13:02:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Center Street Apartments North,"Hemphill Avenue, NW",NULL,NULL,1,
04/11/2011,11:00:00,4/13/2011,14:06:00,Fraud – Illegal Use of Credit/Financial Transaction Cards,NULL,NONCAM,Z1,Wal-Mart.com,NULL,NULL,NULL,1,
04/10/2011,1:30:00,NULL,NULL,Simple Assault/Battery,Prosecution Declined,ONCAM,Z3,Pi Kappa Phi Fraternity,"Fifth Street, NW",NULL,NULL,1,
04/12/2011,14:30:00,4/12/2011,16:30:00,Criminal Trespass,NULL,ONCAM,Z2,Technology Square Parking Deck,"Spring Street, NW",NULL,NULL,1,
04/13/2011,20:30:00,4/13/2011,20:45:00,Miscellaneous Offenses,Cleared by Arrest,NONCAM,Z2,"North Avenue, NW & Centennial Olympic Park Drive, NW",NULL,NULL,NULL,1,
04/13/2011,21:20:00,4/13/2011,21:40:00,Larceny – From Building,NULL,ONCAM,Z4,Campus Recreation Center,"Ferst Drive, NW",NULL,NULL,1,
04/13/2011,20:00:00,4/13/2011,22:15:00,Larceny – Articles from Vehicle,NULL,ONCAM,Z4,Curran Street Parking Deck,"Curran Street, NW",NULL,NULL,1,
04/13/2011,22:50:00,4/13/2011,22:57:00,Miscellaneous Offenses,Unfounded,ONCAMRES,Z2,Towers Residence Hall,"Bobby Dodd Way, NW",NULL,NULL,1,
04/14/2011,5:10:00,4/14/2011,5:30:00,Miscellaneous Offenses,NULL,ONCAM,Z2,Success Center,"Uncle Heinie Way, NW",NULL,NULL,1,
04/01/2011,14:00:00,4/5/2011,8:00:00,Larceny – From Building,NULL,ONCAMRES,Z2,Smith Residence Hall,"Williams Street, NW",NULL,NULL,1,
04/14/2011,15:12:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,Rich Building,"Fourth Street, NW",NULL,NULL,1,
04/14/2011,15:57:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"Williams Street, NW @ North Avenue, NW",NULL,NULL,NULL,1,
04/15/2011,0:33:00,4/15/2011,1:00:00,Miscellaneous Offenses,Cleared by Arrest,PUB,OFFCAM,"Techwood Drive, NW @ Fourth Street, NW",NULL,NULL,NULL,1,
04/15/2011,3:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,NULL,Beringause Building,"Hemphill Avenue, NW",NULL,NULL,1,
04/15/2011,9:40:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z1,"Tenth Street, NW @ Center Street, NW",NULL,NULL,NULL,1,
04/14/2011,14:20:00,4/15/2011,9:45:00,Damage to Property – Private,NULL,ONCAM,Z4,Hefner Residence Hall   107   Z4,"Eighth Street, NW",NULL,NULL,1,
04/11/2011,18:00:00,4/15/2011,11:03:00,Criminal Trespass,NULL,NONCAM,Z4,Zeta Beta Tau  330  Z1,"Sixth Street, NW",NULL,NULL,1,
04/15/2011,11:00:00,4/15/2011,11:35:00,Criminal Trespass,NULL,ONCAM,Z2,Chapin Building,"Cherry Street, NW",NULL,NULL,1,
04/15/2011,11:42:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Student Health Center,"Ferst Drive, NW",NULL,NULL,1,
04/15/2011,13:04:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/15/2011,13:25:00,4/15/2011,13:25:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z1,"Techwood Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
04/14/2011,20:00:00,4/15/2011,7:30:00,Larceny – From Building,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/14/2011,12:00:00,4/14/2011,16:00:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Curran Street Parking Deck   139   Z4,"Curran Street, NW",NULL,NULL,1,
04/16/2011,1:19:00,4/16/2011,2:10:00,Criminal Trespass,NULL,ONCAMRES,Z2,North Avenue Apartments North Building,"North Avenue, NW",NULL,NULL,1,
04/16/2011,4:43:00,4/16/2011,4:55:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Sigma Chi Fraternity,"Techwood Drive, NW",NULL,NULL,1,
04/16/2011,11:03:00,4/16/2011,11:30:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Centennial Olympic Park Drive, NW",NULL,NULL,NULL,1,
04/16/2011,2:30:00,4/16/2011,10:45:00,Burglary – No Forced Entry – Residence,Unfounded,ONCAMRES,Z4,Folk Residence Hall,"Turner Place, NW",NULL,NULL,1,
04/14/2011,14:00:00,NULL,NULL,Pocket Picking,NULL,ONCAM,Z3,Student Center   104   Z3,Ferst Drive NW,NULL,NULL,1,
04/16/2011,2:00:00,4/16/2011,10:45:00,Burglary – No Forced Entry – Residence,Prosecution Declined,ONCAMRES,Z4,Folk Residence Hall   110   Z4,"Turner Place, NW",NULL,NULL,1,
04/16/2011,0:00:00,4/16/2011,9:00:00,Burglary – No Forced Entry – Residence,Prosecution Declined,ONCAMRES,Z4,Folk Residence Hall   110   Z4,"Turner Place, NW",NULL,NULL,1,
04/16/2011,16:55:00,4/16/2011,16:55:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
04/16/2011,17:30:00,4/16/2011,18:00:00,Larceny – From Building,NULL,ONCAM,Z3,Architecture West Building,Fourth Street NW,NULL,NULL,1,
04/16/2011,22:36:00,4/16/2011,23:00:00,Miscellaneous Offenses,NULL,NONCAM,Z1,Tau Kappa Epsilon Fraternity,"Fifth Street, NW",NULL,NULL,1,
04/17/2011,2:45:00,4/17/2011,3:00:00,Larceny – From Building,NULL,NONCAM,Z3,Delta Tau Delta,4th Street NW,NULL,NULL,1,
04/17/2011,3:03:00,4/17/2011,3:18:00,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,OFFCAM,"Spring Street, NW @ Ponce De Leon, NW",NULL,NULL,NULL,1,
04/17/2011,8:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,North Avenue Apartments South Parking Deck,"North Avenue, NW",NULL,NULL,1,
04/17/2011,8:09:00,NULL,NULL,Criminal Trespass,NULL,ONCAM,Z2,North Avenue Apartments North Parking Deck,"North Avenue, NW",NULL,NULL,1,
04/16/2011,22:00:00,4/17/2011,8:30:00,Damage to Property – Private,NULL,ONCAMRES,Z4,Undergraduate Living Center,"Turner Place, NW",NULL,NULL,1,
04/17/2011,14:34:00,4/17/2011,14:41:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"Williams Street, NW @ North Avenue, NW",NULL,NULL,NULL,1,
04/18/2011,1:57:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z2,North Avenue Apartments South Building,"North Avenue, NW",NULL,NULL,1,
04/15/2011,16:30:00,4/18/2011,9:15:00,Criminal Trespass,NULL,ONCAMRES,Z2,North Avenue Apartments (East Building),"North Avenue, NW",NULL,NULL,1,
04/13/2011,15:00:00,4/16/2011,21:00:00,Larceny – Parts from Vehicle,NULL,ONCAM,Z4,Curran Street Parking Deck,"Curran Street, NW",NULL,NULL,1,
04/18/2011,11:15:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z1,"Hemphill Avenue, NW @ Fourteenth Street, NW",NULL,NULL,NULL,1,
04/18/2011,12:14:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,West Peachtree Street @ Sixth Street,NULL,NULL,NULL,1,
04/18/2011,13:45:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Howell Residence Hall   10   Z2,"Williams Street, NW",NULL,NULL,1,
04/18/2011,19:00:00,NULL,NULL,Miscellaneous Offenses,NULL,PUB,Z1,Tenth Street @ Hemphill Avenue  Z1,"Hemphill Avenue, NW",NULL,NULL,1,
04/01/2011,14:00:00,4/18/2011,22:35:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Beringause Building   46   Z1,Hemphill Avenue NW,NULL,NULL,1,
04/18/2011,16:30:00,4/19/2011,8:00:00,Criminal Trespass,NULL,ONCAMRES,Z4,Eighth Street Apartments South Building,"Eighth Street, NW",NULL,NULL,1,
04/19/2011,9:35:00,NULL,NULL,Miscellaneous Offenses,NULL,PUB,Z1,"Atlantic Drive, NW @ Peachtree Place, NW   Z1",NULL,NULL,NULL,1,
04/15/2011,12:00:00,4/18/2011,9:45:00,Larceny – From Building,NULL,ONCAMRES,Z2,North Avenue Apartments North Building,"North Avenue, NW",NULL,NULL,1,
04/19/2011,13:09:00,NULL,NULL,Marijuana – Possession of,Prosecution Declined,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,Bobby Dodd Way NW,NULL,NULL,1,
03/19/2011,16:00:00,4/18/2011,16:00:00,Larceny – From Building,NULL,ONCAM,Z1,Institute of Paper & Science Technology 2,"Fourteenth Street, NW",NULL,NULL,1,
04/19/2011,NULL,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Van Leer Electrical Engineering Building   85  Z3,"Atlantic Drive, NW",NULL,NULL,1,
04/19/2011,18:45:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,Dancord Building,"West Peachtree Street, NW",NULL,NULL,1,
04/15/2011,17:10:00,4/19/2011,16:30:00,Miscellaneous Offenses,NULL,ONCAM,Z3,Student Center,"Ferst Drive, Nw",NULL,NULL,1,
04/19/2011,22:49:00,4/19/2011,23:29:00,Miscellaneous Offenses,NULL,ONCAM,Z2,Library,"Cherry Street, NW",NULL,NULL,1,
04/19/2011,22:45:00,4/19/2011,23:30:00,Miscellaneous Offenses,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4,Ferst Drive NW,NULL,NULL,1,
04/20/2011,2:05:00,4/20/2011,2:07:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Glenn Residence Hall,"Bobby Dodd Way, NW",NULL,NULL,1,
04/20/2011,10:25:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Student Health Center,"Ferst Drive, NW",NULL,NULL,1,
04/20/2011,9:15:00,4/20/2011,9:40:00,Criminal Trespass,NULL,ONCAM,Z3,Student Center,"Ferst Drive, NW",NULL,NULL,1,
04/15/2011,12:00:00,4/15/2011,15:00:00,Larceny – From Building,Unfounded,ONCAM,NULL,Georgia Tech Savannah,technology circle,NULL,NULL,1,
04/20/2011,16:50:00,4/20/2011,17:30:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Williams Street, NW",NULL,NULL,NULL,1,
04/20/2011,18:35:00,4/20/2011,18:35:00,Larceny – From Building,Cleared by Arrest,ONCAM,Z2,College of Architecture,"Fourth Street, NW",NULL,NULL,1,
04/20/2011,22:10:00,4/20/2011,23:00:00,Miscellaneous Offenses,Prosecution Declined,PUB,Z2,"North Avenue, NW @ Techwood Drive, NW",NULL,NULL,NULL,1,
04/21/2011,1:50:00,NULL,NULL,Disorderly Conduct,Prosecution Declined,NONCAM,Z2,Beta Theta Pi Fraternity   303   Z2,"Fowler Street, NW",NULL,NULL,1,
04/21/2011,10:05:00,4/21/2011,10:30:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"Fifth Street, NW @ West Peachtree Street, NW",NULL,NULL,NULL,1,
04/21/2011,9:00:00,4/21/2011,9:15:00,Larceny – Articles from Vehicle,NULL,ONCAM,Z2,North Avenue Apartments Service Alley,"North Avenue, NW",NULL,NULL,1,
04/21/2011,10:00:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Miscellaneous Campus Location,NULL,NULL,NULL,1,
04/06/2011,12:00:00,4/6/2011,15:00:00,Larceny – From Building,NULL,ONCAM,Z2,Starbucks,"Fifth Street, NW",NULL,NULL,1,
04/21/2011,14:30:00,4/21/2011,16:30:00,Burglary – No Forced Entry – Residence,NULL,ONCAMRES,Z1,Familly Apartments   180   Z1,"Tenth Street, NW",NULL,NULL,1,
04/21/2011,12:00:00,4/21/2011,16:00:00,Larceny – From Building,NULL,NONCAM,Z2,Alpha Epsilon Pi Fraternity   300   Z2,Techwood Drive NW,NULL,NULL,1,
04/22/2011,0:30:00,NULL,NULL,Criminal Trespass,Prosecution Declined,ONCAM,Z2,Brittain Dining Hall   12   Z2,"Techwood Drive, NW",NULL,NULL,1,
04/22/2011,1:15:00,4/22/2011,1:30:00,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z3,Pi Kappa Alpha Fraternity,"Fifth Street, NW",NULL,NULL,1,
04/22/2011,3:04:00,4/22/2011,3:10:00,Burglary – No Forced Entry – Residence,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,"Curran Street, NW",NULL,NULL,1,
04/07/2011,18:00:00,4/7/2011,23:59:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Miscellaneous Campus Location,NULL,NULL,NULL,1,
04/21/2011,21:00:00,4/22/2011,13:01:00,Miscellaneous Offenses,NULL,NONCAM,Z2,NULL,"Spring Street, NW",NULL,NULL,1,
04/22/2011,12:15:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Campus Recreation Center   122   Z4,"Ferst Drive, NW",NULL,NULL,1,
04/17/2011,23:59:00,4/18/2011,5:00:00,Larceny – From Building,NULL,ONCAMRES,Z3,Pi Kappa Alpha Fraternity,"Fifth Street, NW",NULL,NULL,1,
04/18/2011,18:00:00,4/22/2011,9:00:00,Larceny – From Building,NULL,ONCAMRES,Z4,Under Graduate Living Center,"Turner Place, NW",NULL,NULL,1,
04/21/2011,17:00:00,4/21/2011,18:00:00,Larceny – From Building,NULL,ONCAMRES,Z2,Towers Residence Hall,"Bobby Dodd Way, NW",NULL,NULL,1,
04/21/2011,10:00:00,NULL,NULL,Larceny – From Building,NULL,ONCAM,Z3,College of Architecture,"Fourth Street, NW",NULL,NULL,1,
04/22/2011,21:27:00,4/22/2011,22:02:00,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Family Apartments   180   Z1,Tenth Street NW,NULL,NULL,1,
04/23/2011,0:00:00,4/23/2011,2:30:00,Burglary  – Forced Entry – Residence,NULL,NONCAM,Z2,Sigma Nu Fraternity   325   Z2,Fowler Street NW,NULL,NULL,1,
04/23/2011,4:30:00,4/23/2011,5:00:00,Liquor – Possession Of,Prosecution Declined,PUB,Z2,"600 Block Williams Street, NW",NULL,NULL,NULL,1,
04/23/2011,5:00:00,4/23/2011,5:30:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,North Avenue Apartments,"North Avenue, NW",NULL,NULL,1,
04/22/2011,0:00:00,4/22/2011,2:30:00,Criminal Trespass,NULL,ONCAMRES,Z2,Sigma Nu Fraternity   325   Z2,"Fowler Stree, NW",NULL,NULL,1,
04/23/2011,8:20:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z1,"Tenth Street, NW @ Holly Street, NW",NULL,NULL,NULL,1,
04/23/2011,14:50:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z1,Chandler Stadium   68   Z1,"Ferst Drive, NW",NULL,NULL,1,
04/24/2011,1:20:00,4/24/2011,1:45:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
04/24/2011,3:04:00,4/24/2011,3:52:00,Burglary – No Forced Entry – Residence,Prosecution Declined,NONCAM,Z2,Delta Sigma Phi Fraternity,"Fourth Street, NW",NULL,NULL,1,
04/24/2011,14:52:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Spring Street, NW",NULL,NULL,NULL,1,
04/24/2011,23:00:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Van Leer Electrical Engineering Building   85  Z3,"Atlantic Drive, NW",NULL,NULL,1,
04/25/2011,0:20:00,4/25/2011,0:40:00,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"North Avenue, NW @ Techwood Drive, NW",NULL,NULL,NULL,1,
04/25/2011,0:00:00,NULL,NULL,Miscellaneous Offenses,NULL,NONCAM,OFFCAM,NULL,"Lovejoy Street, NW",NULL,NULL,1,
04/25/2011,9:30:00,4/25/2011,9:45:00,Miscellaneous Offenses,NULL,ONCAM,Z2,Miscellaneous Campus Location,NULL,NULL,NULL,1,
04/25/2011,10:30:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Student Health Center,"Ferst Drive, NW",NULL,NULL,1,
03/18/2011,12:00:00,3/21/2011,23:59:00,Miscellaneous Offenses,Prosecution Declined,ONCAM,Z2,Ohio State Unversity,Woody Hayes Drive,NULL,NULL,1,
04/22/2011,19:00:00,4/23/2011,10:00:00,Larceny – From Building,NULL,ONCAMRES,Z2,Towers Residence Hal,"Bobby Dodd Way, NW",NULL,NULL,1,
04/26/2011,6:00:00,4/26/2011,6:30:00,Criminal Trespass,Cleared by Arrest,ONCAMRES,Z2,Glenn Residence Hall,"Bobby Dodd Way, NW",NULL,NULL,1,
04/26/2011,10:14:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z3,Petit Microelectronics Research Ctr. (MIRC) 95  Z3,"Atlantic Drive, NW",NULL,NULL,1,
04/26/2011,7:50:00,NULL,NULL,Miscellaneous Offenses,NULL,PUB,Z4,"300 Block North Avenue, NW",NULL,NULL,NULL,1,
04/26/2011,14:45:00,4/26/2011,15:00:00,Miscellaneous Offenses,NULL,PUB,Z2,"100 Block North Avenue, NW",NULL,NULL,NULL,1,
04/26/2011,21:13:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,NONCAM,Z2,NULL,NULL,NULL,NULL,1,
04/27/2011,1:39:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAMRES,Z2,North Avenue Apartments North Building,North Avenue,NULL,NULL,1,
04/26/2011,5:15:00,4/26/2011,14:40:00,Criminal Trespass,NULL,PUB,Z2,"700 Block Fowler Street, NW",NULL,NULL,NULL,1,
04/26/2011,16:30:00,4/27/2011,8:00:00,Larceny – From Building,NULL,ONCAMRES,Z2,Harris Residence Hall  Z2,"Techwood Drive, NW",NULL,NULL,1,
04/27/2011,16:00:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z2,"North Avenue, NW @ Techwood Drive, NW  Z2",NULL,NULL,NULL,1,
04/27/2011,16:15:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z4,Student Health Center,"Ferst Drive, NW",NULL,NULL,1,
04/28/2011,3:03:00,4/28/2011,3:43:00,Miscellaneous Offenses,NULL,PUB,Z2,"Fourth Street, NW @ Fowler Street, NW",NULL,NULL,NULL,1,
04/28/2011,3:23:00,4/28/2011,5:00:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Ford Motor Company Env. Science & Tech. 147  Z1,Ferst Drive NW,NULL,NULL,1,
04/28/2011,10:20:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW",NULL,NULL,NULL,1,
04/01/2011,19:00:00,4/21/2011,19:00:00,Miscellaneous Offenses,NULL,ONCAM,Z1,Miscellaneous Campus Location,NULL,NULL,NULL,1,
04/25/2011,1:30:00,4/25/2011,12:00:00,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Zeta Tau Alpha Sorority   338   Z1,Fifth Street NW,NULL,NULL,1,
04/28/2011,11:50:00,NULL,NULL,Miscellaneous Offenses,Prosecution Declined,PUB,Z2,"North Avenue, NW @ Tech Parkway, NW",NULL,NULL,NULL,1,
04/28/2011,15:35:00,4/28/2011,16:15:00,Miscellaneous Offenses,NULL,ONCAMRES,Z1,Familly Apartments,Tenth Street NW,NULL,NULL,1,
04/22/2011,1:30:00,4/22/2011,9:00:00,Burglary – No Forced Entry – Residence,NULL,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,NULL,NULL,1,
04/29/2011,0:51:00,NULL,NULL,Miscellaneous Offenses,Cleared by Arrest,PUB,Z1,Fourteenth Street @ Center Street  Z1,NULL,NULL,NULL,1,
04/29/2011,14:16:00,4/29/2011,14:20:00,Miscellaneous Offenses,NULL,NONCAM,OFFCAM,Palmer House,"Techwood Drive, NW",NULL,NULL,1,
04/29/2011,2:30:00,4/29/2011,3:10:00,Miscellaneous Offenses,NULL,ONCAMRES,Z2,Towers Residence Hall   15   Z2,Bobby Dodd Way NW,NULL,NULL,1,
04/26/2011,9:30:00,4/29/2011,8:30:00,Larceny – From Building,NULL,ONCAMRES,Z2,Crecine Residence Hall,"Hemphill Avenue, NW",NULL,NULL,1,
04/29/2011,8:39:00,NULL,NULL,Damage to Property – Private,NULL,ONCAM,Z3,Bunger-Henry Building,"Atlantic Drive, NW",NULL,NULL,1,
04/29/2011,11:18:00,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z1,Center for Assist Tech. & Environ. Access 128 Z1,"Tenth Street, NW",NULL,NULL,1,
04/28/2011,21:30:00,4/29/2011,1:00:00,Larceny – Bicycle,NULL,ONCAM,Z2,Library,"Cherry Street, NW",NULL,NULL,1,
04/29/2011,NULL,NULL,NULL,Miscellaneous Offenses,NULL,ONCAM,Z2,Technology Square Building,"5th Street, NW",NULL,NULL,1,
04/28/2011,23:30:00,4/29/2011,12:30:00,Larceny – Articles from Vehicle,NULL,ONCAM,Z4,Curran Street Parking Deck,"Curran Street, NW",NULL,NULL,1,
